mmu:106740	uncharacterized LOC106740
mmu:21981	Ppp1r13b, AI449786, ASPP1, AW545810, Tp53bp2, Trp53bp2, p85; protein phosphatase 1, regulatory (inhibitor) subunit 13B; K17554 apoptosis-stimulating of p53 protein 1
mmu:101613	Nlrp6, AI504961, Avr, Nalp6, Navr, Navr/Avr, Pypaf5; NLR family, pyrin domain containing 6
mmu:270106	Rpl13, A52, L13; ribosomal protein L13 (EC:3.6.5.3); K02873 large subunit ribosomal protein L13e
mmu:22027	Hsp90b1, ERp99, GRP94, TA-3, Targ2, Tra-1, Tra1, endoplasmin, gp96; heat shock protein 90, beta (Grp94), member 1; K09487 heat shock protein 90kDa beta
mmu:244608	Ccdc113, 4933409I22, BC060957; coiled-coil domain containing 113
mmu:16578	Kif9; kinesin family member 9; K10397 kinesin family member 6/9
mmu:22037	Trap1a, Tra-P1A; tumor rejection antigen P1A
mmu:69639	Exosc8, 2310032N20Rik, CIP3, mKIAA4013; exosome component 8; K12586 exosome complex component RRP43
mmu:215748	Cnksr3, 6820402C05, BC024086, Magi1; Cnksr family member 3
mmu:22122	Tsta3, AI256181, FX, Tstap35b; tissue specific transplantation antigen P35B (EC:1.1.1.271); K02377 GDP-L-fucose synthase [EC:1.1.1.271]
mmu:26360	Angptl2, AI593246, AW260363, Arp2; angiopoietin-like 2
mmu:22342	Lin7b, LIN-7B, MALS-2, Veli2; lin-7 homolog B (C. elegans)
mmu:19777	Uri1, C80913, NNX3, Rmp; URI1, prefoldin-like chaperone; K17560 unconventional prefoldin RPB5 interactor 1
mmu:76568	Ift46, 1500035H01Rik, AA408110, AI663846, R75047, c11orf2; intraflagellar transport 46; K19682 intraflagellar transport protein 46
mmu:11611	Agxt, AGT, Agt1, Agxt1, SPT; alanine-glyoxylate aminotransferase (EC:2.6.1.44 2.6.1.51); K00830 alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
mmu:20103	Rps5, AA617411; ribosomal protein S5; K02989 small subunit ribosomal protein S5e
mmu:22788	Zp3, Zp-3; zona pellucida glycoprotein 3
mmu:330217	Gal3st4, 1500031A01Rik; galactose-3-O-sulfotransferase 4; K09677 galactose-3-O-sulfotransferase 4 [EC:2.8.2.-]
mmu:69269	Scnm1, 3110001I17Rik, Scnm1-ps; sodium channel modifier 1
mmu:23837	Cfdp1, AA408409, Bcnt, Bucentaur, Cfdp, cp27; craniofacial development protein 1
mmu:751864	Gm9733; predicted gene 9733; K06551 signal-regulatory protein alpha/beta1/gamma
mmu:21872	Tjp1, ZO1; tight junction protein 1; K05701 tight junction protein 1
mmu:97243	Naa11, Ard1b, Ard2, C80008; N(alpha)-acetyltransferase 11, NatA catalytic subunit (EC:2.3.1.88); K00670 peptide alpha-N-acetyltransferase [EC:2.3.1.88]
mmu:23893	Grem2, Gremlin2, Prdc; gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)
mmu:19982	Rpl36a, L44L, Rpl44; ribosomal protein L36A; K02929 large subunit ribosomal protein L44e
mmu:66618	Snrnp27, 2610209M04Rik, AI449063, AU022368, Ry1; small nuclear ribonucleoprotein 27 (U4/U6.U5); K12846 U4/U6.U5 tri-snRNP-associated protein 3
mmu:59289	Ackr2, AI464239, CCR10, CCR9, Ccbp2, Cmkbr9, D6; atypical chemokine receptor 2; K04187 chemokine binding protein 2
mmu:24047	Ccl19, CKb11, ELC, MIP3B, Scya19, exodus-3; chemokine (C-C motif) ligand 19; K05512 C-C motif chemokine 19
mmu:52245	Commd2, 1190017G07Rik, AI047739, D3Ertd176e, HSPC042; COMM domain containing 2
mmu:671535	Parp10; poly (ADP-ribose) polymerase family, member 10 (EC:2.4.2.30); K15261 poly [ADP-ribose] polymerase 10/14/15 [EC:2.4.2.30]
mmu:14863	Gstm2, Gstb-2, Gstb2; glutathione S-transferase, mu 2 (EC:2.5.1.18); K00799 glutathione S-transferase [EC:2.5.1.18]
mmu:71761	Amdhd1, 1300019J08Rik; amidohydrolase domain containing 1 (EC:3.5.2.7); K01468 imidazolonepropionase [EC:3.5.2.7]
mmu:52592	Brms1l, 0710008O11Rik, AI159718, BRMS1, D12Ertd407e; breast cancer metastasis-suppressor 1-like; K19196 breast cancer metastasis-suppressor 1 and related proteins
mmu:208677	Creb3l3, BC010786, CREB-H, D10Bur1e; cAMP responsive element binding protein 3-like 3; K09048 cyclic AMP-responsive element-binding protein 3
mmu:101706	Numa1, 6720401E04Rik, AA764025, AL022610, AU014979; nuclear mitotic apparatus protein 1; K16808 nuclear mitotic apparatus protein 1
mmu:13518	Dst, 2310001O04Rik, A830042E19Rik, AW554249, BP230, BPAG1-n, Bpag, Bpag1, Macf2, ah, athetoid, dt, mKIAA0728, nmf203, nmf339; dystonin; K10382 dystonin
mmu:26394	Lypla2, LysoII; lysophospholipase 2 (EC:3.1.1.5); K06130 lysophospholipase II [EC:3.1.1.5]
mmu:320581	Idi2, 4833405L16Rik, IPPI2; isopentenyl-diphosphate delta isomerase 2 (EC:5.3.3.2); K01823 isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]
mmu:269536	Tex10, 2610206N19Rik, 2810462N03Rik, BC006867; testis expressed gene 10; K14827 pre-rRNA-processing protein IPI1
mmu:26456	Sema4g, AI507908, AW554132; sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G; K06521 semaphorin 4
mmu:16552	Kif12; kinesin family member 12; K10399 kinesin family member 12
mmu:20339	Sele, CD62E, E-selectin, Elam; selectin, endothelial cell; K06494 selectin, endothelial cell
mmu:26572	Cops3, Csn3, Sgn3; COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana); K12177 COP9 signalosome complex subunit 3
mmu:66768	Pacrgl, 4933428G09Rik; PARK2 co-regulated-like
mmu:57756	Fhl5, 1700027G07Rik, Act; four and a half LIM domains 5
mmu:26898	Ctsj, CATP, CatRLP, Ctsp; cathepsin J; K09599 cathepsin P [EC:3.4.22.-]
mmu:16815	Lbx2, Lbx2h; ladybird homeobox homolog 2 (Drosophila); K09353 homeobox protein LBX
mmu:26908	Eif2s3y, Eif-2gy, Spy, Tfy; eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked; K03242 translation initiation factor 2 subunit 3
mmu:194735	Btg1-ps2, 4930430D24Rik; B cell translocation gene 1, anti-proliferative, pseudogene 2; K14443 protein Tob/BTG
mmu:69071	Tmem97, 1810014L12Rik, AI115531, AL022956, D11Bhm182e; transmembrane protein 97
mmu:26910	Figla, bHLHc8; folliculogenesis specific basic helix-loop-helix; K09066 factor in the germline alpha
mmu:70579	Zc3h11a, 1110003F06Rik, 5730454B08Rik, G630041M05Rik, Zc3hdc11a, Zc3hh11a, mKIAA0663; zinc finger CCCH type containing 11A
mmu:12181	Bop1, AU020183, AW146150, D18861, Erb1p, Kiaa0124, mKIAA0124; block of proliferation 1; K14824 ribosome biogenesis protein ERB1
mmu:217734	Pomt2, A830009D15Rik, AW046274; protein-O-mannosyltransferase 2 (EC:2.4.1.109); K00728 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
mmu:27176	Rpl7a, Surf3; ribosomal protein L7A; K02936 large subunit ribosomal protein L7Ae
mmu:67937	Tmem59l, 5330410G16Rik; transmembrane protein 59-like
mmu:12279	C9; complement component 9; K04000 complement component 9
mmu:75033	Mei4, 4930486G11Rik; meiosis-specific, MEI4 homolog (S. cerevisiae)
mmu:242316	Gdf6, BMP-13, BMP13, GDF16; growth differentiation factor 6; K04664 growth differentiation factor 5/6/7
mmu:234734	Aars, AI316495, C76919, sti; alanyl-tRNA synthetase (EC:6.1.1.7); K01872 alanyl-tRNA synthetase [EC:6.1.1.7]
mmu:217203	Tmem106a, 0610008L10Rik, AI043106, BC022145; transmembrane protein 106A
mmu:19132	Prph, Prph1; peripherin; K07607 peripherin
mmu:14695	Gnb3, Gnb-3; guanine nucleotide binding protein (G protein), beta 3; K07825 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3
mmu:23938	Map2k5, AI324775, AI428457, MEK5, Mapkk5, Prkmk5; mitogen-activated protein kinase kinase 5 (EC:2.7.12.2); K04463 mitogen-activated protein kinase kinase 5 [EC:2.7.12.2]
mmu:15171	Hcrt, PPOX; hypocretin; K05246 hypocretin (orexin) neuropeptide
mmu:11864	Arnt2, Hif-2b, bHLHe1, mKIAA0307; aryl hydrocarbon receptor nuclear translocator 2; K15589 aryl hydrocarbon receptor nuclear translocator 2
mmu:14790	Grcc10, 2310033H05Rik, C10; gene rich cluster, C10 gene
mmu:74377	Hsf2bp, 4932437G14Rik; heat shock transcription factor 2 binding protein
mmu:209195	Clic6, 5730466J16Rik, AL022908, AW045520, CLIC1L; chloride intracellular channel 6; K05026 chloride intracellular channel protein 6
mmu:14229	Fkbp5, D17Ertd592e, Dit1, FKBP-5, FKBP51; FK506 binding protein 5 (EC:5.2.1.8); K09571 FK506-binding protein 4/5 [EC:5.2.1.8]
mmu:29809	Rabgap1l, 5830411O09Rik, 8430421H08Rik, 9630005B12Rik, AW049894, HHL, Hh1, mKIAA0471; RAB GTPase activating protein 1-like
mmu:100534273	Fer1l5, 4930533C12Rik; fer-1-like 5 (C. elegans)
mmu:74548	Gsdmc4, 9030605I04Rik; gasdermin C4
mmu:14870	Gstp1, GstpiB; glutathione S-transferase, pi 1 (EC:2.5.1.18); K00799 glutathione S-transferase [EC:2.5.1.18]
mmu:73582	Camkmt, 1700106N22Rik, AI480743, AV099781, CLNMT, CaM_KMT; calmodulin-lysine N-methyltransferase (EC:2.1.1.60); K18826 calmodulin-lysine N-methyltransferase [EC:2.1.1.60]
mmu:17858	Mx2, AI528743, Mx-2; MX dynamin-like GTPase 2; K14754 interferon-induced GTP-binding protein Mx1
mmu:14457	Gas7, AW124766, B230343A10Rik, Gas7-cb; growth arrest specific 7; K18618 growth arrest-specific protein 7
mmu:67082	1700011H14Rik; RIKEN cDNA 1700011H14 gene
mmu:16364	Irf4, AI385587, IRF-4, LSIRF, Spip; interferon regulatory factor 4; K09445 interferon regulatory factor 4
mmu:110637	Grik4, 6330551K01Rik, GluK4, GluRgamma1, KA-1, KA1; glutamate receptor, ionotropic, kainate 4; K05204 glutamate receptor, ionotropic kainate 4
mmu:380878	cDNA sequence AF067063
mmu:20924	Supt5, AL033283, AL033321, AU019549, Spt5, Supt5h; suppressor of Ty 5; K15172 transcription elongation factor SPT5
mmu:218699	Pxk, C230080L11Rik, D14Ertd813e, MONaKA; PX domain containing serine/threonine kinase; K17543 PX domain-containing protein kinase-like protein
mmu:382244	Gm15091, OTTMUSG00000018981; predicted gene 15091
mmu:545475	Defb28, Gm1635, OTTMUSG00000015852; defensin beta 28
mmu:22225	Usp5, AA407472, ISOT, ISOT-1, Ucht; ubiquitin specific peptidase 5 (isopeptidase T) (EC:3.4.19.12); K11836 ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12]
mmu:56771	Med20, 1110011O05Rik, 2410115I17Rik, AU018348, Trfp; mediator complex subunit 20; K13528 mediator of RNA polymerase II transcription subunit 20
mmu:210801	Unc5d, D930029E11Rik, Unc5h4, mKIAA1777; unc-5 homolog D (C. elegans); K07521 netrin receptor unc-5
mmu:22693	Zfp30, 2610306P15Rik, Zfp-30; zinc finger protein 30; K09228 KRAB domain-containing zinc finger protein
mmu:226255	Atrnl1, AI504415, AW555641, Alp, Atrnl, Atrnlp; attractin like 1
mmu:66810	Rbm22, 8430430L24Rik; RNA binding motif protein 22; K12872 pre-mRNA-splicing factor RBM22/SLT11
mmu:73677	Psma8, 2410072D24Rik; proteasome (prosome, macropain) subunit, alpha type, 8 (EC:3.4.25.1); K02731 20S proteasome subunit alpha 4 [EC:3.4.25.1]
mmu:56622	Adam21, Adam31; a disintegrin and metallopeptidase domain 21; K08610 disintegrin and metalloproteinase domain-containing protein 21 [EC:3.4.24.-]
mmu:27356	Insl6, RIF1; insulin-like 6; K05255 relaxin
mmu:114871	Psg28, cea16; pregnancy-specific glycoprotein 28
mmu:15925	Ide, 1300012G03Rik, 4833415K22Rik, AA675336, AI507533; insulin degrading enzyme (EC:3.4.24.56); K01408 insulysin [EC:3.4.24.56]
mmu:66271	Tmem126a, 1810020E01Rik; transmembrane protein 126A; K18157 transmembrane protein 126A
mmu:22359	Vldlr, AA408956, AI451093, AW047288; very low density lipoprotein receptor
mmu:74720	Tmem114, 4930511J11Rik, Cldn26; transmembrane protein 114
mmu:69069	1810011H11Rik, 4733401I05Rik; RIKEN cDNA 1810011H11 gene
mmu:27381	Tcl1b2; T cell leukemia/lymphoma 1B, 2
mmu:381549	Zfp69, Gm1029, Krab2, Zfp63; zinc finger protein 69; K09228 KRAB domain-containing zinc finger protein
mmu:18974	Pole2; polymerase (DNA directed), epsilon 2 (p59 subunit) (EC:2.7.7.7); K02325 DNA polymerase epsilon subunit 2 [EC:2.7.7.7]
mmu:18046	Nfyc; nuclear transcription factor-Y gamma; K08066 nuclear transcription factor Y, gamma
mmu:19357	Rad21, SCC1, mKIAA0078; RAD21 homolog (S. pombe); K06670 cohesin complex subunit SCC1
mmu:20770	Spt1, Spt-1; salivary protein 1
mmu:27382	Tcl1b5, D12Ertd644e; T cell leukemia/lymphoma 1B, 5
mmu:27423	Klra15, Ly49O; killer cell lectin-like receptor, subfamily A, member 15
mmu:67088	Cand2, 2210404G23Rik, Tp120b, mKIAA0667; cullin-associated and neddylation-dissociated 2 (putative)
mmu:13108	Cyp2g1; cytochrome P450, family 2, subfamily g, polypeptide 1; K07417 cytochrome P450, family 2, subfamily G
mmu:99003	Qser1, 4732486I23Rik, AI502974; glutamine and serine rich 1
mmu:57765	Tbx21, TBT1, Tbet, Tblym; T-box 21; K10166 T-box protein 21
mmu:18705	Pik3c2g, C80387, PI3K-C2-gamma; phosphatidylinositol 3-kinase, C2 domain containing, gamma polypeptide (EC:2.7.1.154); K00923 phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]
mmu:213760	Prepl, 2810457N15Rik, 9530014L06Rik, D030028O16Rik, mKIAA0436; prolyl endopeptidase-like (EC:3.4.21.-)
mmu:246313	Prokr2, B830005M06Rik, EG-VEGRF2, Gpcr73l1, Gpr73l1, PKR2; prokineticin receptor 2; K08380 prokineticin receptor 2
mmu:208606	Rsrc2, 1500011J06Rik; arginine/serine-rich coiled-coil 2
mmu:27403	Abca7, ABCX, Abc51; ATP-binding cassette, sub-family A (ABC1), member 7; K05645 ATP-binding cassette, subfamily A (ABC1), member 7
mmu:73333	Slc25a31, 1700034J06Rik, Ant4, Sfec; solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31; K05863 solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31
mmu:77574	Tcaf1, 2810407D09Rik, 3321401G04Rik, A230020K05Rik, AI848529, Fam115a; TRPM8 channel-associated factor 1
mmu:230584	Yipf1, C030002N13Rik; Yip1 domain family, member 1
mmu:224742	Abcf1, AU041969, Abc50, D17Wsu166e, GCN20; ATP-binding cassette, sub-family F (GCN20), member 1; K06184 ATP-binding cassette, subfamily F, member 1
mmu:68169	Ndnf, A930038C07Rik, epidermacan; neuron-derived neurotrophic factor
mmu:329993	Gm438; predicted gene 438
mmu:15214	Hey2, CHF1, Herp1, Hrt2, bHLHb32, hesr2; hairy/enhancer-of-split related with YRPW motif 2; K09091 hairy and enhancer of split related with YRPW motif
mmu:20273	Scn8a, AI853486, C630029C19Rik, NaCh6, Nav1.6, dmu, med, mnd-2, mnd2, nmf2, nmf335, nmf58, nur14, seal; sodium channel, voltage-gated, type VIII, alpha; K04840 voltage-gated sodium channel type VIII alpha
mmu:73942	Fam151b, 4930405M20Rik; family with sequence similarity 151, member B
mmu:68776	Taf11, 1110038O14Rik, 28kDa, AI115401, AL024207, AW552398, PRO214, TAF2I, TAFII28; TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor; K03135 transcription initiation factor TFIID subunit 11
mmu:30951	Cbx8, Pc3; chromobox 8; K11455 chromobox protein 8
mmu:74044	Ttf2, 4632434F22Rik, 8030447N19, AV218430; transcription termination factor, RNA polymerase II; K15173 transcription termination factor 2 [EC:3.6.4.-]
mmu:67728	Dph2, 9130020C19Rik, AI467389, Dph2l2; DPH2 homolog (S. cerevisiae); K17866 diphthamide biosynthesis protein 2
mmu:277463	Gpr107, 9930033D15Rik, AI790205, C530034M11, mKIAA1624; G protein-coupled receptor 107
mmu:13194	Ddb1, 127kDa, AA408517, p127-Ddb1; damage specific DNA binding protein 1; K10610 DNA damage-binding protein 1
mmu:27360	Add3, AI463285, R75380; adducin 3 (gamma); K18622 adducin
mmu:73130	Tmed5, 3110020O18Rik, 4432412D15Rik; transmembrane emp24 protein transport domain containing 5; K14825 protein ERP2
mmu:50755	Fbxo18, AU015756, Fbh1, Fbx18; F-box protein 18 (EC:3.6.4.12); K10300 F-box protein, helicase, 18 [EC:3.6.4.12]
mmu:76799	Tmem234, 1500002D11Rik, 2510006D16Rik, 4933407D05Rik; transmembrane protein 234
mmu:50759	Fbxo16, 4932435C24Rik, Fbx16; F-box protein 16; K10299 F-box protein 16
mmu:74493	Tnks2, 5430432P15Rik, AA517131, AI662480, ARTD6, TNKS-2, Tank2; tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 (EC:2.4.2.30); K10799 tankyrase [EC:2.4.2.30]
mmu:84112	Sucnr1, Gpr91; succinate receptor 1; K10042 succinate receptor 1
mmu:50773	Nt5c, Dnt, Dnt1, Umph-2, Umph2; 5',3'-nucleotidase, cytosolic (EC:3.1.3.5); K01081 5'-nucleotidase [EC:3.1.3.5]
mmu:20014	Rpn2, 1300012C06Rik, AV261018, Rpn-2; ribophorin II (EC:2.4.99.18); K12667 oligosaccharyltransferase complex subunit delta (ribophorin II)
mmu:242646	Tctex1d4, 4833401D15Rik; Tctex1 domain containing 4
mmu:76217	Jakmip2, 6430702L21Rik, AI850334, D930046L20Rik; janus kinase and microtubule interacting protein 2
mmu:26754	Cops5, AI303502, CSN5, Jab1, Mov34, Sgn5; COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana); K09613 COP9 signalosome complex subunit 5 [EC:3.4.-.-]
mmu:635580	Gm16445, EG667285; predicted pseudogene 16445
mmu:50817	Capn15, Solh; calpain 15; K08582 calpain-15 [EC:3.4.22.-]
mmu:12971	Crym; crystallin, mu (EC:1.5.1.25); K18258 thiomorpholine-carboxylate dehydrogenase [EC:1.5.1.25]
mmu:69993	Chn2, 1700026N20Rik, 4930557O16Rik, ARHGAP3, Bch; chimerin 2
mmu:16664	Krt14, AI626930, K14, Krt-1.14, Krt1-14; keratin 14; K07604 type I keratin, acidic
mmu:84505	Setdb1, AU022152, ESET, KMT1E, mKIAA0067; SET domain, bifurcated 1 (EC:2.1.1.43); K11421 histone-lysine N-methyltransferase SETDB1 [EC:2.1.1.43]
mmu:50915	Grb14, AI505286; growth factor receptor bound protein 14
mmu:54394	Crlf3, BB164954, Creme9, Cytor4; cytokine receptor-like factor 3
mmu:13077	Cyp1a2, CP12, Cyp1a1, P450-3; cytochrome P450, family 1, subfamily a, polypeptide 2 (EC:1.14.14.1); K07409 cytochrome P450, family 1, subfamily A, polypeptide 2 [EC:1.14.14.1]
mmu:50928	Klrg1, 2F1-Ag, MAFA, MAFA-L; killer cell lectin-like receptor subfamily G, member 1; K10076 killer cell lectin-like receptor subfamily G member 1
mmu:19108	Prkx, PKX1, Pkare; protein kinase, X-linked (EC:2.7.11.1); K19584 protein kinase X [EC:2.7.11.11]
mmu:94181	Nans, 4632418E04Rik, BB056474, Sas; N-acetylneuraminic acid synthase (sialic acid synthase); K05304 sialic acid synthase [EC:2.5.1.56 2.5.1.57]
mmu:26404	Map3k12, DLK, MUK, Zpk; mitogen-activated protein kinase kinase kinase 12 (EC:2.7.11.25); K04423 mitogen-activated protein kinase kinase kinase 12 [EC:2.7.11.25]
mmu:277898	Slc15a5, 9830102E05Rik; solute carrier family 15, member 5; K14639 solute carrier family 15, member 5
mmu:242702	Myom3, 8430427K15Rik, Gm434; myomesin family, member 3
mmu:229524	Msto1, BC008103, mst; misato homolog 1 (Drosophila)
mmu:110172	Slc35b1, Ugalt2; solute carrier family 35, member B1; K15275 solute carrier family 35 (UDP-galactose transporter), member B1
mmu:210148	Slc30a6, 9530029F08Rik, ZnT6; solute carrier family 30 (zinc transporter), member 6; K14693 solute carrier family 30 (zinc transporter), member 6
mmu:68404	Nrn1, 0710008J23Rik, Cpg15, Nrn; neuritin 1
mmu:22363	Vpreb2, CD179b, VpreB1, Vpreb-2; pre-B lymphocyte gene 2; K06553 pre-B lymphocyte gene
mmu:71720	Osbpl3, 1200014M06Rik, 6720421I08Rik, A530055M08, ORP3, OSBP3; oxysterol binding protein-like 3
mmu:51798	Ech1, AA617331; enoyl coenzyme A hydratase 1, peroxisomal; K12663 delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase [EC:5.3.3.-]
mmu:55990	Fmo2, 2310008D08Rik, 2310042I22Rik, AW107733; flavin containing monooxygenase 2 (EC:1.14.13.8); K00485 dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
mmu:71718	Telo2, 1200003M09Rik, AI415602, Tel2, mKIAA0683; TEL2, telomere maintenance 2, homolog (S. cerevisiae); K11137 telomere length regulation protein
mmu:17907	Mylpf, 2410014J02Rik, MLC-2, Mlc2; myosin light chain, phosphorylatable, fast skeletal muscle; K12758 fast skeletal myosin light chain 2
mmu:53857	Tuba8; tubulin, alpha 8; K07374 tubulin alpha
mmu:546049	C330021F23Rik, 2610027C06Rik, Rps23r1, Rps23rg1; RIKEN cDNA C330021F23 gene
mmu:19934	Rpl22, 2700038K18Rik; ribosomal protein L22; K02891 large subunit ribosomal protein L22e
mmu:14788	Gpr162, A-2, BC031437, Grca; G protein-coupled receptor 162; K08440 G protein-coupled receptor 162
mmu:67217	L3hypdh, 2810055F11Rik; L-3-hydroxyproline dehydratase (trans-) (EC:4.2.1.77); K18384 trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]
mmu:53890	Sart3, AU045857, mKIAA0156; squamous cell carcinoma antigen recognized by T cells 3
mmu:71943	Tom1l1, 2310045L10Rik, C80573, Srcasm; target of myb1-like 1 (chicken)
mmu:103850	Nt5m, 2010013E09Rik, AI846937, dNT-2; 5',3'-nucleotidase, mitochondrial (EC:3.1.3.5); K01081 5'-nucleotidase [EC:3.1.3.5]
mmu:54120	Gipc2, 2200002N01Rik, AU021850, Semcap2; GIPC PDZ domain containing family, member 2
mmu:73086	Rps6ka5, 3110005L17Rik, 6330404E13Rik, AI854034, MSK1, MSPK1, RLPK; ribosomal protein S6 kinase, polypeptide 5 (EC:2.7.11.1); K04445 ribosomal protein S6 kinase alpha-5 [EC:2.7.11.1]
mmu:54124	Cks1b, 2410005G18Rik, 2610005D03Rik, AA407784, Cks1, sid1334; CDC28 protein kinase 1b; K02219 cyclin-dependent kinase regulatory subunit CKS1
mmu:68695	Hddc3, 1110033O09Rik, C86475, MESH1; HD domain containing 3 (EC:3.1.7.2); K01139 guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2]
mmu:54130	Actr1a, Arp1, alpha-Arp1; ARP1 actin-related protein 1A, centractin alpha; K16575 centractin
mmu:21957	Tnnt3, fTnT; troponin T3, skeletal, fast; K12046 troponin T, fast skeletal muscle
mmu:234384	Mpv17l2, Fksg24; MPV17 mitochondrial membrane protein-like 2; K13348 protein Mpv17
mmu:242711	Cela3a, Gm13011, OTTMUSG00000009877; chymotrypsin-like elastase family, member 3A
mmu:56209	Gde1, 1200003M13Rik, Mir16, RGS16; glycerophosphodiester phosphodiesterase 1 (EC:3.1.4.44); K19179 glycerophosphoinositol glycerophosphodiesterase [EC:3.1.4.44]
mmu:54140	Avpr1a, AVPR, Avpr1, V1a, V1aR; arginine vasopressin receptor 1A; K04226 arginine vasopressin receptor 1A
mmu:66727	Hrasls5, 1700055A14Rik, 1700086E08Rik, 4921526K24Rik, HRSL5, iNAT; HRAS-like suppressor family, member 5
